active_cust,expenditure,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1285.05,42,5,0,0,31,1,77
1,1287.65,42,5,0,0,48,1,77
1,1298.7,41,5,0,0,50,1,77
1,1301.95,41,5,0,0,48,1,77
0,1251.25,45,4,4,1,35,1,77
0,1280.5,43,4,4,1,31,1,77
1,1279.85,43,5,0,0,49,1,77
1,1280.5,43,5,0,0,34,1,77
1,1236.95,47,5,0,0,33,1,77
1,1238.25,47,5,0,0,48,1,77
1,1235.65,48,4,0,0,49,1,77
1,1240.85,47,4,0,0,44,1,77
1,1274.0,44,4,0,0,46,1,77
1,1271.4,43,4,0,0,36,1,77
1,1286.35,43,4,0,0,41,1,77
1,1248.0,46,4,0,0,34,1,76
1,1275.3,43,4,0,0,41,1,76
1,1298.05,41,4,0,0,40,1,76
1,1300.0,41,4,0,0,38,1,76
1,1259.05,45,4,0,0,52,1,76
1,1257.1,45,4,0,0,47,1,76
1,1256.45,45,4,0,0,50,1,76
1,1259.7,45,4,0,0,46,1,76
1,1287.0,42,4,0,0,36,1,76
1,1285.7,42,4,0,0,32,1,76
1,1282.45,43,4,0,0,30,1,76
1,1279.85,43,4,0,0,44,1,76
1,1217.45,50,4,0,0,35,1,76
1,1218.75,49,4,0,0,50,1,76
1,1249.3,46,4,2,0,49,1,76
1,1266.2,44,4,2,0,48,1,77
1,1262.95,44,4,2,0,43,1,77
1,1209.65,50,4,2,0,34,1,77
1,1210.95,51,4,2,0,38,1,77
1,1209.0,51,4,2,0,51,1,77
1,1242.8,47,4,2,0,38,1,77
1,1248.0,46,4,2,0,45,1,77
1,1247.35,46,4,2,0,36,1,76
1,1204.45,51,4,2,0,31,1,76
1,1218.1,50,4,2,0,30,1,76
1,1222.0,49,4,2,0,46,1,76
1,1220.05,49,4,2,0,46,1,76
1,1204.45,51,4,2,0,32,1,76
1,1202.5,52,4,2,0,43,1,76
1,1204.45,51,4,2,0,35,1,76
1,1220.7,50,4,2,0,31,1,76
1,1235.0,48,4,2,0,45,1,76
1,1218.75,49,4,2,0,49,1,76
1,1218.1,50,4,2,0,49,1,76
1,1212.25,50,4,2,0,50,1,76
1,1210.95,50,4,2,0,40,1,76
1,1229.15,48,4,2,0,49,1,76
1,1225.25,49,4,2,0,45,1,76
1,1231.1,48,4,2,0,43,1,76
1,1189.5,53,4,2,0,32,1,76
1,1177.8,55,4,2,0,47,1,76
1,1152.45,59,4,2,0,45,1,77
1,1153.1,59,4,2,0,36,1,77
1,1162.85,57,4,2,0,37,1,77
1,1164.8,57,4,2,0,33,1,77
1,1158.3,58,4,2,0,50,1,77
1,1181.05,54,4,2,0,37,1,77
1,1184.3,55,4,2,0,31,1,77
1,1214.85,50,4,2,0,41,1,77
1,1203.8,51,4,2,0,43,1,77
0,1272.05,44,4,2,0,36,1,77
0,1270.75,44,4,2,0,31,1,77
1,1245.4,46,4,2,0,49,1,78
1,1246.05,47,4,2,0,39,1,78
1,1245.4,46,4,2,0,42,1,78
1,1269.45,44,4,2,0,45,1,78
1,1236.3,47,4,2,0,50,1,78
1,1240.85,47,4,2,0,33,1,78
1,1245.4,47,4,2,0,35,1,78
1,1257.75,45,4,2,0,42,1,78
1,1256.45,45,4,2,0,47,1,78
1,1257.75,45,4,2,0,36,1,78
1,1269.45,44,4,2,0,41,1,78
1,1227.2,48,4,2,0,37,1,78
1,1223.95,49,4,2,0,30,1,78
1,1222.65,49,4,2,0,43,1,78
1,1222.0,49,4,2,0,50,1,78
1,1195.35,52,4,2,0,169,1,78
1,1238.25,47,4,2,0,163,1,78
1,1236.95,47,4,2,0,178,1,78
1,1248.0,46,4,2,0,170,1,78
1,1251.25,46,4,2,0,178,1,78
1,1243.45,47,4,2,0,171,1,78
1,1248.0,46,4,2,0,171,1,78
1,1220.7,50,4,2,0,166,1,79
1,1216.8,49,4,2,0,169,1,79
1,1231.1,49,4,2,0,169,1,79
1,1226.55,49,4,2,0,168,1,78
1,1229.15,48,4,2,0,167,1,78
1,1201.85,51,4,2,0,173,1,78
1,1215.5,50,4,2,0,160,1,78
1,1217.45,50,4,2,0,178,1,78
1,1220.7,50,4,2,0,171,1,78
1,1225.25,48,4,2,0,178,1,78
1,1210.3,51,4,2,0,175,1,78
1,1228.5,48,4,2,0,163,1,78
1,1204.45,52,4,2,0,174,1,78
1,1190.15,53,4,2,0,177,1,78
1,1188.85,53,4,2,0,175,1,78
1,1167.4,56,4,2,0,162,1,78
1,1199.9,53,4,1,0,85,4,78
1,1205.1,51,4,1,0,120,4,78
1,1241.5,47,4,1,0,83,4,78
1,1238.25,47,4,1,0,74,4,78
0,1235.65,47,4,1,0,37,4,78
0,1245.4,47,4,1,0,122,4,78
0,1246.05,47,4,1,0,80,4,78
1,1245.4,47,4,1,0,74,4,78
1,1259.05,45,4,1,0,85,4,78
1,1240.2,47,4,1,0,82,4,78
1,1241.5,47,4,1,0,30,4,78
1,1208.35,51,4,1,0,43,4,78
1,1203.15,52,4,1,0,130,4,78
1,1204.45,51,4,1,0,75,4,78
1,1178.45,55,4,1,0,79,4,78
1,1184.3,55,4,1,0,89,4,78
1,1180.4,54,4,1,0,91,4,78
1,1205.1,52,4,1,0,88,4,78
1,1201.2,51,4,1,0,90,4,78
1,1205.1,51,4,1,0,84,4,78
1,1208.35,51,4,1,0,78,4,78
1,1211.6,50,4,1,0,75,4,78
1,1207.05,51,4,1,0,90,4,78
0,1189.5,53,4,1,0,37,4,78
1,1191.45,53,4,1,0,137,4,78
1,1187.55,53,4,1,0,137,4,78
1,1196.65,53,4,1,0,124,4,78
1,1191.45,53,4,1,0,121,4,78
1,1191.45,52,4,1,0,89,4,78
1,1202.5,52,4,1,0,134,4,78
0,1214.2,51,4,1,0,130,4,78
1,1214.85,50,4,1,0,172,4,78
1,1215.5,50,4,1,0,42,4,78
1,1207.7,50,4,2,0,47,4,78
1,1209.65,51,4,2,0,44,4,78
1,1207.7,51,4,2,0,172,4,78
0,1230.45,48,4,2,0,162,4,78
0,1235.0,48,4,2,0,133,4,78
1,1207.05,51,4,2,0,169,4,78
1,1239.55,47,4,2,0,180,4,78
1,1222.65,49,4,2,0,165,4,78
1,1220.7,49,4,2,0,180,4,78
1,1188.2,53,4,2,0,177,4,78
1,1192.75,53,4,2,0,118,4,78
1,1192.1,53,4,2,0,122,4,78
1,1190.8,54,4,2,0,46,4,78
1,1198.6,52,4,2,0,84,4,78
1,1209.65,51,4,2,0,118,4,78
1,1209.0,50,4,2,0,129,4,78
1,1157.0,57,4,2,0,40,4,78
1,1160.9,58,4,2,0,162,4,78
1,1170.0,56,4,1,0,35,4,78
1,1164.8,57,4,1,0,127,4,78
0,1151.15,58,4,1,0,159,4,78
0,1150.5,59,4,1,0,45,4,78
0,1152.45,58,4,1,0,39,4,78
0,1171.95,56,4,1,0,119,4,78
1,1204.45,51,4,1,0,117,4,78
1,1210.95,51,4,1,0,164,4,78
1,1214.2,50,4,1,0,164,4,78
1,1210.95,50,4,1,0,81,4,78
1,1214.2,50,4,1,0,138,4,78
1,1191.45,53,4,1,0,84,4,78
1,1192.1,53,4,1,0,132,4,78
1,1201.85,52,4,1,0,48,4,78
1,1201.2,51,4,1,0,174,4,78
1,1168.05,56,4,1,0,165,4,78
1,1160.25,58,4,1,0,132,4,78
1,1157.65,57,4,1,0,123,4,78
1,1163.5,58,4,1,0,36,4,78
1,1162.85,58,4,1,0,172,4,78
1,1163.5,58,4,1,0,162,4,78
1,1158.95,57,4,1,0,161,4,78
1,1163.5,57,4,1,0,167,4,78
1,1184.3,54,4,1,0,162,4,78
1,1202.5,52,4,1,0,169,4,78
1,1231.75,48,4,1,0,173,4,78
1,1231.1,48,4,1,0,176,4,78
1,1233.7,48,4,1,0,167,4,78
1,1251.9,46,4,1,0,158,4,78
1,1220.7,50,4,1,0,171,4,78
1,1218.75,50,4,1,0,164,4,78
1,1219.4,49,4,1,0,170,4,78
1,1218.1,50,4,1,0,168,4,78
1,1220.05,50,4,1,0,160,4,78
1,1216.15,50,4,1,0,124,4,78
1,1216.15,50,4,1,0,49,4,78
1,1185.6,54,4,1,0,164,4,78
1,1185.6,54,4,1,0,168,4,78
1,1184.3,54,4,1,0,120,4,78
1,1182.35,54,4,1,0,94,4,78
1,1166.75,56,4,1,0,161,4,78
1,1168.05,56,4,1,0,175,4,78
1,1166.1,56,4,1,0,176,4,78
1,1170.0,57,4,1,0,161,4,78
1,1147.25,59,4,1,0,177,4,78
1,1149.85,60,4,1,0,164,4,78
1,1178.45,54,4,1,0,162,4,78
1,1179.1,55,4,1,0,162,4,78
1,1199.25,52,4,1,0,165,4,78
1,1209.65,50,4,1,0,41,4,78
1,1210.95,50,4,1,0,34,4,78
1,1196.65,53,4,1,0,167,4,78
1,1198.6,53,4,1,0,158,4,78
1,1196.65,52,4,1,0,78,4,78
1,1124.5,63,4,1,0,116,4,78
1,1124.5,63,4,1,0,122,4,78
1,1176.5,55,4,1,0,167,4,78
1,1186.9,54,4,1,0,77,4,78
0,1156.35,57,4,1,0,181,4,78
0,1165.45,57,4,1,0,79,4,78
1,1164.15,57,4,1,0,49,4,78
1,1166.1,57,4,1,0,44,4,78
1,1160.9,57,4,1,0,41,4,78
1,1166.1,57,4,1,0,124,4,78
1,1160.9,58,4,1,0,49,4,78
1,1168.7,56,4,1,0,34,4,78
1,1166.75,56,4,1,0,34,4,78
1,1169.35,57,4,1,0,33,4,78
1,1184.95,54,4,1,0,43,4,78
1,1184.95,54,4,1,0,43,4,78
1,1194.05,53,4,1,0,95,4,78
1,1190.8,53,4,1,0,132,4,78
1,1194.7,53,4,1,0,132,4,78
1,1191.45,53,4,1,0,166,4,78
1,1198.6,52,4,1,0,178,4,78
1,1187.55,53,4,1,0,134,4,78
1,1182.35,54,4,1,0,168,4,78
1,1150.5,59,4,1,0,179,4,78
1,1149.2,59,4,1,0,76,4,78
1,1179.75,55,4,1,0,73,4,78
1,1238.9,47,4,1,0,33,4,78
1,1242.8,47,4,1,0,120,4,78
1,1244.1,47,4,1,0,138,4,78
1,1248.65,46,4,1,0,134,4,78
1,1244.1,46,4,1,0,124,4,78
1,1251.25,46,4,1,0,127,4,78
1,1250.6,45,4,1,0,115,4,78
1,1250.6,46,4,1,0,117,4,78
1,1200.55,52,4,1,0,50,4,78
1,1199.9,51,4,1,0,121,4,78
1,1201.85,52,4,1,0,49,4,78
1,1178.45,55,4,1,0,130,4,78
1,1175.85,55,4,1,0,119,4,78
1,1183.0,54,4,1,0,125,4,78
1,1175.2,55,4,1,0,116,4,78
1,1181.7,55,4,1,0,127,4,78
1,1183.65,54,4,1,0,129,4,78
1,1178.45,54,4,1,0,127,4,78
1,1181.7,55,4,1,0,130,4,78
1,1181.05,54,4,1,0,115,4,78
1,1182.35,54,4,1,0,123,4,78
1,1212.25,50,4,1,0,117,4,78
0,1196.65,52,4,1,0,135,4,78
0,1197.3,52,4,1,0,116,4,78
0,1195.35,53,4,1,0,40,4,78
0,1204.45,51,4,1,0,46,4,78
0,1204.45,51,4,1,0,52,4,78
1,1197.3,52,4,1,0,33,4,78
1,1218.1,50,4,1,0,75,4,78
1,1216.8,49,4,1,0,165,4,78
1,1204.45,52,4,1,0,91,4,78
1,1200.55,52,4,1,0,119,4,78
1,1165.45,56,4,1,0,83,4,78
1,1179.1,55,4,1,0,162,4,78
1,1173.9,55,4,1,0,38,4,78
1,1147.25,60,4,1,0,33,4,78
0,1148.55,59,4,1,0,33,4,78
0,1142.05,61,4,1,0,42,4,78
1,1147.9,59,4,1,0,76,4,78
1,1140.1,60,4,1,0,116,4,78
1,1158.3,57,4,1,0,49,4,78
1,1149.2,60,4,1,0,77,4,78
1,1150.5,60,4,1,0,169,4,78
1,1147.9,59,4,1,0,177,4,78
1,1146.6,59,4,1,0,164,4,78
1,1155.7,58,4,1,0,130,4,78
1,1181.05,55,4,1,0,37,4,78
1,1179.75,55,4,1,0,36,4,78
1,1175.85,55,4,1,0,47,4,78
1,1150.5,60,4,1,0,44,4,78
1,1100.45,67,4,0,0,49,1,85
1,1095.9,68,4,0,0,40,1,85
1,1067.95,74,4,0,0,33,1,85
1,1059.5,76,4,0,0,53,1,85
1,1060.15,76,4,0,0,42,1,85
1,1062.1,75,4,0,0,39,1,85
1,1062.75,76,4,0,0,33,1,85
1,1060.15,77,4,0,0,39,1,85
1,1066.65,75,4,0,0,34,1,85
1,1066.65,74,4,0,0,37,1,85
1,1065.35,76,4,0,0,31,1,85
1,1067.3,76,4,0,0,37,1,85
1,1062.1,75,4,0,0,37,1,85
1,1066.0,75,4,0,0,36,1,85
1,1064.7,76,4,0,0,48,1,85
1,1137.5,61,3,0,0,33,1,85
1,1118.0,64,3,0,0,43,1,85
1,1116.05,64,4,0,0,38,1,85
1,1089.4,70,4,0,0,30,1,85
1,1088.75,70,4,0,0,50,1,85
1,1064.05,75,4,0,0,50,1,85
1,1064.05,75,4,0,0,34,1,85
1,1066.0,75,4,0,0,35,1,86
1,1072.5,74,4,0,0,49,1,86
1,1075.75,73,4,0,0,32,1,86
1,1089.4,70,4,0,0,35,1,86
1,1084.85,70,4,0,0,31,1,85
1,1064.05,75,4,0,0,37,1,85
1,1077.7,73,4,0,0,48,1,85
1,1075.1,73,4,0,0,40,1,85
1,1048.45,80,4,0,1,47,1,85
1,1049.1,80,4,0,0,44,1,85
1,1047.15,79,4,0,0,45,1,85
1,1056.9,78,4,0,0,31,1,85
1,1061.45,77,4,0,0,49,1,85
1,1064.05,75,4,0,0,35,1,85
1,1065.35,76,4,0,0,45,1,85
1,1061.45,75,4,0,0,41,1,85
1,1062.1,75,4,0,0,49,1,85
1,1041.3,80,4,0,0,39,1,85
1,1043.9,80,4,0,0,35,1,85
1,1041.3,82,4,0,0,31,1,85
1,1042.6,81,4,0,0,35,1,85
1,1043.25,80,4,0,0,43,1,85
1,1041.95,81,4,0,0,44,1,85
1,1037.4,82,4,0,0,43,1,85
1,1038.7,81,4,0,0,40,1,85
1,1043.25,81,4,0,0,37,1,85
1,1025.7,85,4,0,0,172,1,85
1,1027.0,85,4,0,0,176,1,85
1,1027.0,85,4,0,0,164,1,85
1,1041.95,81,4,0,0,174,1,85
1,1032.2,83,4,0,0,168,1,85
1,1040.65,82,4,0,0,162,1,85
1,1036.1,82,4,0,0,173,1,85
1,1038.7,82,4,0,0,175,1,85
1,1040.65,82,4,0,0,170,1,85
1,1035.45,82,4,0,0,175,1,85
1,1040.65,81,4,0,0,170,1,84
1,1021.8,86,4,0,0,174,1,85
1,1025.7,86,4,0,0,176,1,85
1,1014.65,88,4,0,0,175,1,85
1,1013.35,88,4,0,0,160,1,85
1,1012.05,88,4,0,0,162,1,85
1,1014.65,89,4,0,0,169,1,85
1,1014.0,90,4,0,0,168,1,85
1,1013.35,89,4,0,0,180,1,85
1,1016.6,89,4,0,0,180,1,85
1,1020.5,86,4,0,0,170,1,86
1,1030.25,83,4,0,0,176,1,85
1,1045.2,81,4,0,0,170,1,85
1,1044.55,81,4,0,0,166,1,85
1,1044.55,81,4,0,0,176,1,85
1,1048.45,80,4,0,0,161,1,85
1,1043.9,80,4,0,0,167,1,85
1,1041.3,80,4,0,0,164,1,85
1,1041.3,80,4,0,0,170,1,85
1,1051.05,78,4,0,0,181,1,85
1,1049.1,79,4,0,0,172,1,85
1,1062.1,76,4,0,0,179,1,85
1,1064.7,76,4,0,0,158,1,85
1,1066.65,75,4,0,0,165,1,85
1,1067.3,75,4,0,0,167,1,85
1,1093.3,70,4,0,0,167,1,85
1,1092.65,70,4,0,0,171,1,85
1,1088.75,70,4,0,0,162,1,85
1,1062.75,75,4,0,0,160,1,85
1,1056.25,77,4,0,0,173,1,85
1,1043.25,81,4,0,0,161,1,85
1,1045.85,80,4,0,0,176,1,85
1,1045.2,81,4,0,0,178,1,85
1,1054.95,78,4,0,0,159,1,85
1,1055.6,78,4,0,0,171,1,85
1,1045.85,81,4,0,0,174,1,85
1,1043.9,81,4,0,0,172,1,85
1,1060.15,77,4,0,0,164,1,85
1,1054.95,78,4,0,0,166,1,85
1,1053.0,78,4,0,0,172,1,85
1,1056.25,78,4,0,0,172,1,85
1,1051.05,78,4,0,0,164,1,85
1,1064.7,76,4,0,0,161,1,85
1,1060.8,77,4,0,0,171,1,85
1,1064.05,75,3,0,0,170,1,85
1,1064.7,75,3,0,0,158,1,85
1,1055.6,78,4,0,0,167,1,86
1,1056.25,77,4,0,0,176,1,86
1,1043.9,81,4,0,0,169,1,85
1,1048.45,80,4,0,0,162,1,85
1,1148.55,59,4,0,0,161,1,85
1,1140.1,61,4,0,0,160,1,85
1,1139.45,61,4,0,0,164,1,85
1,1138.15,61,4,0,0,165,1,85
1,1145.95,60,4,0,0,164,1,85
1,1153.1,59,4,0,0,175,1,85
1,1149.2,60,4,0,0,165,1,85
1,1148.55,59,4,0,0,176,1,85
1,1108.25,67,4,0,0,172,1,85
1,1107.6,66,4,0,0,175,1,85
1,1111.5,67,4,0,0,169,1,85
1,1108.9,66,4,0,0,162,1,85
1,1107.6,66,4,0,0,174,1,85
1,1121.9,64,4,0,0,162,1,85
1,1105.65,66,4,0,0,174,1,85
1,1082.9,71,4,0,0,166,1,85
1,1080.95,71,4,0,0,174,1,85
1,1080.3,71,4,0,0,174,1,85
1,1093.3,70,4,0,0,158,1,85
1,1088.75,70,4,0,0,170,1,85
1,1084.85,71,4,0,0,161,1,85
1,1083.55,71,4,0,0,174,1,85
1,1080.95,71,4,0,0,181,1,85
1,1092.65,70,4,0,0,158,1,85
1,1087.45,70,4,0,0,177,1,85
1,1089.4,70,4,0,0,175,1,85
1,1093.3,70,4,0,0,160,1,85
1,1090.7,69,4,0,0,162,1,85
1,1064.05,76,4,0,0,174,1,86
1,1064.7,76,4,0,0,171,1,86
1,1092.65,69,4,0,0,174,1,86
1,1078.35,72,4,0,0,162,1,85
1,1077.7,72,4,0,0,170,1,85
1,1081.6,72,4,0,0,175,1,86
1,1080.3,72,4,0,0,159,1,86
1,1093.95,69,4,0,0,167,1,86
1,1093.3,69,4,0,0,162,1,86
1,1079.0,72,4,0,0,167,1,86
1,1058.85,77,4,0,0,171,1,85
1,1062.1,77,4,0,0,158,1,85
1,1061.45,75,4,0,0,178,1,85
1,1062.1,75,4,0,0,172,1,85
1,1054.95,78,4,0,0,176,1,85
1,1054.3,78,4,0,0,169,1,85
1,1053.65,78,4,0,0,161,1,85
1,1056.9,78,4,0,0,158,1,85
1,1053.65,78,4,0,0,170,1,85
1,1080.95,71,4,0,0,169,1,85
1,1095.9,69,4,0,0,174,1,85
1,1111.5,66,4,0,0,172,1,85
1,1085.5,71,4,0,0,170,1,85
1,1090.05,70,4,0,0,158,1,85
1,1095.25,70,4,0,0,158,1,85
1,1095.9,69,4,0,0,161,1,85
1,1079.65,72,4,0,0,173,1,85
1,1081.6,72,4,0,0,174,1,85
1,1090.05,71,4,0,0,166,1,85
1,1088.75,70,4,0,0,173,1,85
1,1093.95,70,4,0,0,161,1,85
1,1095.9,69,4,0,0,161,1,85
1,1092.65,69,4,0,0,165,1,85
1,1090.05,69,4,0,0,163,1,85
1,1089.4,70,4,0,0,176,1,85
1,1080.3,71,4,0,0,173,1,85
1,1079.65,72,4,0,0,166,1,85
1,1080.95,72,4,0,0,168,1,85
1,1089.4,70,4,0,0,163,1,85
1,1089.4,70,4,0,0,162,1,85
1,1088.1,70,4,0,0,178,1,85
1,1087.45,70,4,0,0,176,1,85
1,1103.05,67,4,0,0,163,1,85
1,1104.35,67,4,0,0,158,1,85
1,1087.45,70,4,0,0,161,1,85
1,1086.8,70,4,0,0,175,1,85
1,1086.15,70,4,0,0,162,1,85
1,1092.65,70,4,0,0,178,1,85
1,1077.7,73,4,0,0,167,1,85
1,1077.05,73,4,0,0,161,1,85
1,1071.85,73,4,0,0,166,1,85
1,1071.85,73,4,0,0,174,1,85
1,1075.1,73,4,0,0,168,1,85
1,1090.05,70,4,0,0,180,1,85
1,1090.05,71,4,0,0,160,1,85
1,1089.4,70,4,0,0,177,1,85
1,1097.85,68,4,0,0,164,1,85
1,1097.2,68,4,0,0,163,1,85
1,1096.55,68,4,0,0,178,1,85
1,1082.9,72,4,0,0,169,1,85
1,1083.55,71,4,0,0,177,1,85
1,1087.45,71,4,0,0,175,1,85
1,1086.8,71,4,0,0,159,1,85
1,1105.65,67,4,0,0,161,1,85
1,1105.65,66,4,0,0,171,1,85
1,1101.1,68,4,0,0,163,1,85
1,1098.5,68,4,0,0,178,1,85
1,1089.4,70,4,0,0,160,1,85
1,1085.5,70,4,0,0,177,1,85
1,1086.8,70,4,0,0,163,1,85
1,1106.95,66,4,0,0,171,1,85
1,1106.95,66,4,0,0,174,1,85
1,1084.85,71,4,0,0,161,1,85
1,1082.25,72,4,0,0,176,1,85
1,1088.1,70,4,0,0,162,1,85
1,1079.65,71,4,0,0,167,1,85
1,1086.8,71,4,0,0,172,1,85
1,1077.7,73,4,0,0,159,1,85
1,1080.3,72,4,0,0,174,1,85
1,1067.3,76,4,0,0,169,1,85
1,1062.1,76,4,0,0,161,1,85
1,1062.1,75,4,0,0,168,1,85
1,1157.0,58,4,1,0,123,4,78
1,1153.75,59,4,1,0,131,4,78
1,1152.45,58,4,1,0,128,4,78
1,1153.1,59,4,1,0,170,4,78
1,1157.65,58,4,1,0,135,4,78
1,1164.8,56,4,1,0,123,4,78
1,1178.45,55,4,3,0,78,4,78
1,1177.8,54,4,3,0,46,4,78
1,1197.95,53,4,3,0,46,4,78
1,1220.7,50,4,3,0,92,4,78
1,1215.5,50,4,3,0,179,4,78
1,1209.65,51,4,3,0,181,4,78
1,1208.35,51,4,3,0,178,4,78
1,1204.45,51,4,1,0,171,4,78
1,1207.7,51,4,1,0,179,4,78
1,1203.8,52,4,1,0,180,4,78
1,1200.55,52,4,1,0,180,4,78
1,1199.25,52,4,1,0,169,4,78
1,1183.65,53,4,1,0,165,4,78
1,1199.25,52,4,1,0,181,4,78
1,1208.35,51,4,1,0,164,4,78
1,1208.35,51,4,1,0,87,4,78
0,1195.35,53,4,1,0,44,4,78
0,1193.4,53,4,1,0,169,4,78
0,1187.55,53,4,1,0,51,4,78
1,1175.85,55,4,1,0,173,4,78
1,1178.45,55,4,1,0,124,4,78
1,1177.8,55,4,1,0,128,4,78
1,1166.1,56,4,1,0,137,4,78
1,1160.9,58,4,1,0,38,4,78
1,1160.25,58,4,1,0,30,4,78
1,1173.25,56,4,1,0,125,4,78
1,1173.9,55,4,1,0,78,4,78
1,1174.55,55,4,1,0,75,4,78
1,1168.05,56,4,1,0,88,4,78
1,1170.0,56,4,1,0,95,4,78
1,1196.0,52,4,1,0,127,4,78
0,1202.5,51,4,1,0,93,4,78
0,1202.5,51,4,1,0,176,4,78
1,1201.2,52,4,1,0,131,4,78
1,1164.15,57,4,1,0,131,4,78
1,1176.5,56,4,1,0,163,4,78
1,1173.9,56,4,1,0,134,4,78
1,1170.65,56,4,1,0,118,4,78
1,1158.3,58,4,1,0,134,4,78
1,1168.7,56,4,1,0,130,4,78
1,1170.0,57,4,1,0,178,4,78
0,1151.15,60,4,1,0,91,4,78
0,1153.75,59,4,1,0,174,4,78
0,1158.3,57,4,1,0,166,4,78
1,1171.95,55,4,1,0,173,4,78
1,1173.9,56,4,1,0,179,4,78
1,1179.1,55,4,1,0,169,4,78
0,1173.9,56,4,1,0,79,4,78
1,1181.05,54,4,1,0,82,4,78
1,1182.35,54,4,1,0,134,4,78
1,1185.6,54,4,1,0,120,4,78
0,1177.8,55,4,1,0,137,4,78
0,1176.5,55,4,1,0,132,4,78
0,1179.1,55,4,1,0,124,4,78
0,1180.4,55,4,1,0,129,4,78
1,1205.75,51,4,1,0,47,4,78
1,1195.35,53,4,1,0,86,4,78
1,1199.9,52,4,1,0,91,4,78
1,1195.35,52,4,1,0,126,4,78
0,1196.65,53,4,1,0,128,4,78
0,1191.45,52,4,1,0,119,4,78
1,1191.45,53,4,1,0,125,4,78
1,1194.7,53,4,1,0,131,4,78
1,1188.85,54,4,1,0,136,4,78
1,1190.15,53,4,1,0,134,4,78
1,1189.5,54,4,1,0,123,4,78
1,1181.7,55,4,1,0,118,4,78
1,1183.65,54,4,1,0,48,4,78
1,1182.35,55,4,1,0,130,4,78
1,1181.05,54,4,1,0,177,4,78
1,1157.0,58,4,1,0,122,4,78
1,1158.95,58,4,1,0,128,4,78
1,1155.7,58,4,1,0,124,4,78
1,1158.95,57,4,1,0,41,4,78
1,1192.1,53,4,1,0,41,4,78
1,1194.7,53,4,1,0,43,4,78
1,1208.35,51,4,1,0,131,4,78
1,1179.1,55,4,1,0,171,4,78
1,1177.15,55,4,1,0,83,4,78
1,1228.5,48,4,1,0,161,4,78
1,1231.1,48,4,1,0,39,4,78
1,1225.9,48,4,1,0,50,4,78
1,1226.55,48,4,1,0,38,4,78
1,1205.1,51,4,1,0,45,4,78
1,1202.5,51,4,1,0,32,4,78
0,1225.9,49,4,1,0,73,4,78
0,1220.05,49,4,1,0,33,4,78
1,1229.8,49,4,1,0,173,4,78
1,1229.15,48,4,1,0,158,4,78
1,1248.0,46,4,1,0,174,4,78
1,1246.7,46,4,1,0,163,4,78
0,1248.0,46,4,1,0,31,4,78
0,1240.2,47,4,1,0,46,4,78
0,1236.3,47,4,1,0,78,4,78
1,1232.4,48,4,1,0,75,4,78
0,1231.1,48,4,1,0,86,4,78
0,1199.9,53,4,1,0,93,4,78
1,1199.9,52,4,1,0,93,4,78
1,1201.85,52,4,1,0,80,4,78
1,1180.4,55,4,1,0,82,4,78
0,1179.1,56,4,1,0,91,4,78
0,1175.2,55,4,1,0,76,4,78
1,1208.35,51,4,1,0,78,4,78
1,1205.1,51,4,1,0,172,4,78
1,1209.65,51,4,1,0,86,4,78
1,1231.1,48,4,1,0,90,4,78
1,1232.4,48,4,1,0,116,4,78
1,1233.7,47,4,1,0,84,4,78
1,1219.4,49,4,1,0,43,4,78
1,1220.05,50,4,1,0,126,4,78
1,1221.35,50,4,1,0,87,4,78
1,1223.3,49,4,1,0,125,4,78
1,1225.9,49,4,1,0,90,4,78
1,1227.2,48,4,1,0,158,4,78
1,1179.75,55,4,1,0,159,4,78
1,1212.25,51,4,1,0,160,4,78
1,1209.0,50,4,1,0,165,4,78
1,1210.95,51,4,1,0,172,4,78
1,1220.7,49,4,1,0,177,4,78
1,1214.2,51,4,1,0,175,4,78
1,1210.3,50,4,1,0,159,4,78
0,1238.9,48,4,1,0,177,4,78
0,1234.35,48,4,1,0,160,4,78
1,1234.35,48,4,1,0,168,4,78
1,1234.35,48,4,1,0,175,4,78
1,1233.7,48,4,1,0,176,4,78
1,1235.65,48,4,1,0,174,4,78
1,1232.4,48,4,1,0,161,4,78
1,1233.05,48,4,1,0,175,4,78
1,1207.7,51,4,1,0,163,4,78
1,1204.45,51,4,1,0,118,4,78
1,1200.55,52,4,1,0,40,4,78
1,1129.7,62,4,1,0,176,4,78
1,1136.85,61,4,1,0,174,4,78
1,1134.25,61,4,1,0,166,4,78
1,1134.9,61,4,1,0,172,4,78
1,1141.4,61,4,1,0,177,4,78
1,1144.0,61,4,1,0,179,4,78
1,1149.85,60,4,1,0,131,4,78
1,1147.25,60,4,1,0,45,4,78
1,1183.0,54,4,1,0,52,4,78
1,1175.85,55,4,1,0,167,4,78
1,1181.7,54,4,1,0,83,4,78
1,1182.35,54,4,1,0,131,4,78
1,1226.55,49,4,1,0,75,4,78
1,1228.5,48,4,1,0,83,4,78
1,1231.1,48,4,1,0,85,4,78
1,1229.8,48,4,1,0,34,4,78
1,1224.6,48,4,1,0,46,4,78
0,1222.65,49,4,1,0,40,4,78
0,1197.3,52,4,1,0,91,4,78
0,1179.1,55,4,1,0,48,4,78
0,1175.2,56,4,1,0,162,4,78
